total_accesses,hits,misses,hit_rate,miss_rate,recomputation_cost,policy,phase,capacity,shift_level,base_seed
2400,2068,332,0.8616666666666667,0.13833333333333334,456,fifo,phase1,256,moderate,3037
2400,2098,302,0.8741666666666666,0.12583333333333332,366,lru,phase1,256,moderate,3037
2400,701,1699,0.2920833333333333,0.7079166666666666,1699,adaptive,phase2,256,moderate,3037
2400,665,1735,0.27708333333333335,0.7229166666666667,1803,fifo,phase2,256,moderate,3037
2400,690,1710,0.2875,0.7125,1738,lru,phase2,256,moderate,3037
4800,2821,1979,0.5877083333333334,0.41229166666666667,2043,adaptive,overall,384,moderate,3037
4800,2802,1998,0.58375,0.41625,2114,fifo,overall,384,moderate,3037
4800,2821,1979,0.5877083333333334,0.41229166666666667,2053,lru,overall,384,moderate,3037
2400,2099,301,0.8745833333333334,0.12541666666666668,365,adaptive,phase1,384,moderate,3037
2400,2099,301,0.8745833333333334,0.12541666666666668,365,fifo,phase1,384,moderate,3037
2400,2099,301,0.8745833333333334,0.12541666666666668,365,lru,phase1,384,moderate,3037
2400,722,1678,0.30083333333333334,0.6991666666666667,1678,adaptive,phase2,384,moderate,3037
2400,703,1697,0.29291666666666666,0.7070833333333333,1749,fifo,phase2,384,moderate,3037
2400,722,1678,0.30083333333333334,0.6991666666666667,1688,lru,phase2,384,moderate,3037
4800,2839,1961,0.5914583333333333,0.4085416666666667,2025,adaptive,overall,512,moderate,3037
4800,2817,1983,0.586875,0.413125,2089,fifo,overall,512,moderate,3037
4800,2841,1959,0.591875,0.408125,2027,lru,overall,512,moderate,3037
2400,2099,301,0.8745833333333334,0.12541666666666668,365,adaptive,phase1,512,moderate,3037
2400,2099,301,0.8745833333333334,0.12541666666666668,365,fifo,phase1,512,moderate,3037
2400,2099,301,0.8745833333333334,0.12541666666666668,365,lru,phase1,512,moderate,3037
2400,740,1660,0.30833333333333335,0.6916666666666667,1660,adaptive,phase2,512,moderate,3037
2400,718,1682,0.2991666666666667,0.7008333333333333,1724,fifo,phase2,512,moderate,3037
2400,742,1658,0.30916666666666665,0.6908333333333333,1662,lru,phase2,512,moderate,3037
4800,2758,2042,0.5745833333333333,0.42541666666666667,2106,adaptive,overall,256,moderate,3038
4800,2690,2110,0.5604166666666667,0.4395833333333333,2308,fifo,overall,256,moderate,3038
4800,2746,2054,0.5720833333333334,0.42791666666666667,2148,lru,overall,256,moderate,3038
2400,2096,304,0.8733333333333333,0.12666666666666668,368,adaptive,phase1,256,moderate,3038
2400,2064,336,0.86,0.14,462,fifo,phase1,256,moderate,3038
2400,2096,304,0.8733333333333333,0.12666666666666668,368,lru,phase1,256,moderate,3038
2400,662,1738,0.2758333333333333,0.7241666666666666,1738,adaptive,phase2,256,moderate,3038
2400,626,1774,0.2608333333333333,0.7391666666666666,1846,fifo,phase2,256,moderate,3038
2400,650,1750,0.2708333333333333,0.7291666666666666,1780,lru,phase2,256,moderate,3038
4800,2775,2025,0.578125,0.421875,2089,adaptive,overall,384,moderate,3038
4800,2754,2046,0.57375,0.42625,2166,fifo,overall,384,moderate,3038
4800,2777,2023,0.5785416666666666,0.4214583333333333,2093,lru,overall,384,moderate,3038
2400,2096,304,0.8733333333333333,0.12666666666666668,368,adaptive,phase1,384,moderate,3038
2400,2096,304,0.8733333333333333,0.12666666666666668,368,fifo,phase1,384,moderate,3038
2400,2096,304,0.8733333333333333,0.12666666666666668,368,lru,phase1,384,moderate,3038
2400,679,1721,0.28291666666666665,0.7170833333333333,1721,adaptive,phase2,384,moderate,3038
2400,658,1742,0.27416666666666667,0.7258333333333333,1798,fifo,phase2,384,moderate,3038
2400,681,1719,0.28375,0.71625,1725,lru,phase2,384,moderate,3038
4800,2797,2003,0.5827083333333334,0.41729166666666667,2067,adaptive,overall,512,moderate,3038
4800,2784,2016,0.58,0.42,2122,fifo,overall,512,moderate,3038
4800,2804,1996,0.5841666666666666,0.41583333333333333,2064,lru,overall,512,moderate,3038
2400,2096,304,0.8733333333333333,0.12666666666666668,368,adaptive,phase1,512,moderate,3038
2400,2096,304,0.8733333333333333,0.12666666666666668,368,fifo,phase1,512,moderate,3038
2400,2096,304,0.8733333333333333,0.12666666666666668,368,lru,phase1,512,moderate,3038
2400,701,1699,0.2920833333333333,0.7079166666666666,1699,adaptive,phase2,512,moderate,3038
2400,688,1712,0.2866666666666667,0.7133333333333334,1754,fifo,phase2,512,moderate,3038
2400,708,1692,0.295,0.705,1696,lru,phase2,512,moderate,3038
4800,2809,1991,0.5852083333333333,0.41479166666666667,2055,adaptive,overall,256,moderate,3039
4800,2741,2059,0.5710416666666667,0.42895833333333333,2261,fifo,overall,256,moderate,3039
4800,2802,1998,0.58375,0.41625,2080,lru,overall,256,moderate,3039
2400,2096,304,0.8733333333333333,0.12666666666666668,368,adaptive,phase1,256,moderate,3039
2400,2064,336,0.86,0.14,464,fifo,phase1,256,moderate,3039
2400,2096,304,0.8733333333333333,0.12666666666666668,368,lru,phase1,256,moderate,3039
2400,713,1687,0.2970833333333333,0.7029166666666666,1687,adaptive,phase2,256,moderate,3039
2400,677,1723,0.28208333333333335,0.7179166666666666,1797,fifo,phase2,256,moderate,3039
2400,706,1694,0.2941666666666667,0.7058333333333333,1712,lru,phase2,256,moderate,3039
4800,2829,1971,0.589375,0.410625,2035,adaptive,overall,384,moderate,3039
4800,2804,1996,0.5841666666666666,0.41583333333333333,2118,fifo,overall,384,moderate,3039
4800,2831,1969,0.5897916666666667,0.41020833333333334,2033,lru,overall,384,moderate,3039
2400,2100,300,0.875,0.125,364,adaptive,phase1,384,moderate,3039
2400,2100,300,0.875,0.125,364,fifo,phase1,384,moderate,3039
2400,2100,300,0.875,0.125,364,lru,phase1,384,moderate,3039
2400,729,1671,0.30375,0.69625,1671,adaptive,phase2,384,moderate,3039
2400,704,1696,0.29333333333333333,0.7066666666666667,1754,fifo,phase2,384,moderate,3039
2400,731,1669,0.3045833333333333,0.6954166666666667,1669,lru,phase2,384,moderate,3039
4800,2856,1944,0.595,0.405,2008,adaptive,overall,512,moderate,3039
4800,2842,1958,0.5920833333333333,0.40791666666666665,2064,fifo,overall,512,moderate,3039
4800,2859,1941,0.595625,0.404375,2005,lru,overall,512,moderate,3039
2400,2100,300,0.875,0.125,364,adaptive,phase1,512,moderate,3039
2400,2100,300,0.875,0.125,364,fifo,phase1,512,moderate,3039
2400,2100,300,0.875,0.125,364,lru,phase1,512,moderate,3039
2400,756,1644,0.315,0.685,1644,adaptive,phase2,512,moderate,3039
2400,742,1658,0.30916666666666665,0.6908333333333333,1700,fifo,phase2,512,moderate,3039
2400,759,1641,0.31625,0.68375,1641,lru,phase2,512,moderate,3039
4800,2788,2012,0.5808333333333333,0.4191666666666667,2076,adaptive,overall,256,moderate,3040
4800,2723,2077,0.5672916666666666,0.4327083333333333,2273,fifo,overall,256,moderate,3040
4800,2778,2022,0.57875,0.42125,2108,lru,overall,256,moderate,3040
2400,2081,319,0.8670833333333333,0.13291666666666666,383,adaptive,phase1,256,moderate,3040
2400,2050,350,0.8541666666666666,0.14583333333333334,476,fifo,phase1,256,moderate,3040
2400,2081,319,0.8670833333333333,0.13291666666666666,383,lru,phase1,256,moderate,3040
2400,707,1693,0.2945833333333333,0.7054166666666667,1693,adaptive,phase2,256,moderate,3040
2400,673,1727,0.28041666666666665,0.7195833333333334,1797,fifo,phase2,256,moderate,3040
2400,697,1703,0.29041666666666666,0.7095833333333333,1725,lru,phase2,256,moderate,3040
4800,2804,1996,0.5841666666666666,0.41583333333333333,2060,adaptive,overall,384,moderate,3040
4800,2782,2018,0.5795833333333333,0.42041666666666666,2138,fifo,overall,384,moderate,3040
4800,2804,1996,0.5841666666666666,0.41583333333333333,2068,lru,overall,384,moderate,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,adaptive,phase1,384,moderate,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,fifo,phase1,384,moderate,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,lru,phase1,384,moderate,3040
2400,720,1680,0.3,0.7,1680,adaptive,phase2,384,moderate,3040
2400,698,1702,0.29083333333333333,0.7091666666666666,1758,fifo,phase2,384,moderate,3040
2400,720,1680,0.3,0.7,1688,lru,phase2,384,moderate,3040
4800,2826,1974,0.58875,0.41125,2038,adaptive,overall,512,moderate,3040
4800,2805,1995,0.584375,0.415625,2105,fifo,overall,512,moderate,3040
4800,2828,1972,0.5891666666666666,0.41083333333333333,2036,lru,overall,512,moderate,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,adaptive,phase1,512,moderate,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,fifo,phase1,512,moderate,3040
2400,2084,316,0.8683333333333333,0.13166666666666665,380,lru,phase1,512,moderate,3040
2400,742,1658,0.30916666666666665,0.6908333333333333,1658,adaptive,phase2,512,moderate,3040
2400,721,1679,0.30041666666666667,0.6995833333333333,1725,fifo,phase2,512,moderate,3040
2400,744,1656,0.31,0.69,1656,lru,phase2,512,moderate,3040
